46;1.33;4;306.06;855.25;28.79;0.17;0.17;460
48;1.27;3;228.69;855.25;28.79;0.15;0.16;470
48;1.27;3;387.31;1241.69;28.79;0.15;0.14;473
45;1.36;3;330.86;1348.75;28.79;0.22;0.18;491
46;1.33;3;396.01;1679.02;30.3;0.2;0.18;470
44;1.39;3;346.78;905.52;28.79;0.24;0.22;471
43;1.42;3;356.46;1348.75;28.79;0.2;0.23;470
43;1.42;3;401.72;2112.56;28.79;0.27;0.23;468
47;1.3;3;308.75;815.97;29.88;0.21;0.18;470
46;1.33;3;441.09;2112.56;28.79;0.17;0.16;469
42;1.45;3;524.76;2112.56;28.79;0.22;0.21;469
47;1.3;3;378.88;956.53;28.79;0.17;0.15;469
46;1.33;3;320.46;1203.61;28.79;0.21;0.2;471
45;1.36;3;409.51;1241.69;28.79;0.21;0.2;472
46;1.33;3;356.52;1116.05;28.79;0.2;0.19;470
49;1.24;4;307.8;855.25;32.7;0.13;0.12;471
44;1.39;3;441.36;2112.56;28.79;0.24;0.21;471
51;1.2;3;282.81;815.97;29.88;0.12;0.1;473
42;1.45;4;528.57;2152.91;28.79;0.26;0.18;470
48;1.27;3;293.84;855.25;28.79;0.17;0.16;472
47;1.3;3;367.2;1679.02;28.79;0.17;0.16;471
46;1.33;4;390.03;2152.91;28.79;0.16;0.18;472
47;1.3;3;276.55;855.25;28.79;0.19;0.18;473
45;1.36;3;339.84;956.53;28.79;0.23;0.22;469
47;1.3;3;309.17;996.17;28.79;0.2;0.14;471
49;1.24;3;365.9;1203.61;28.79;0.12;0.13;473
48;1.27;3;688.3;2112.56;28.79;0.15;0.12;471
45;1.36;3;317.24;855.25;28.79;0.25;0.2;471
47;1.3;3;350.21;956.53;28.79;0.2;0.17;472
46;1.33;3;272.83;815.97;28.79;0.17;0.17;471
50;1.22;3;369.34;1241.69;28.79;0.13;0.11;472
51;1.2;3;345.7;855.25;28.79;0.12;0.1;472
48;1.27;4;285.42;855.25;32.7;0.17;0.14;470
45;1.36;4;340.27;956.53;28.79;0.21;0.18;469
47;1.3;3;316.3;855.25;28.79;0.19;0.17;471
46;1.33;3;345.69;855.25;28.79;0.16;0.15;467
48;1.27;3;258.34;602.26;28.79;0.19;0.16;467
47;1.3;3;377.12;2112.56;28.79;0.2;0.16;470
45;1.36;3;324.79;855.25;28.79;0.21;0.22;466
47;1.3;3;318.4;855.25;32.7;0.18;0.14;470
47;1.3;3;479.32;1264.93;28.79;0.2;0.16;470
45;1.36;3;300.9;1348.75;28.79;0.21;0.2;469
46;1.33;3;408.45;996.17;28.79;0.21;0.18;471
45;1.36;3;424.02;1348.75;28.79;0.19;0.14;469
45;1.36;3;407.77;1241.69;28.79;0.22;0.18;468
49;1.24;3;238.12;855.25;28.79;0.16;0.15;471
48;1.27;3;292.68;855.25;28.79;0.17;0.16;473
51;1.2;3;209.24;815.97;28.79;0.11;0.12;471
47;1.3;3;352.51;996.17;28.79;0.2;0.17;470
49;1.24;3;355.23;855.25;28.79;0.15;0.11;472
49;1.24;3;457.15;1811.64;28.79;0.11;0.08;472
45;1.36;4;400.96;956.53;41.91;0.22;0.17;470
49;1.24;3;288.34;956.53;28.79;0.16;0.15;472
47;1.3;3;302.12;777.15;28.79;0.18;0.15;472
46;1.33;3;459.93;1241.69;28.79;0.2;0.15;470
50;1.22;3;361.09;996.17;28.79;0.17;0.1;473
48;1.27;3;399.15;1241.69;28.79;0.16;0.13;472
44;1.39;3;323.47;956.53;28.79;0.23;0.23;471
49;1.24;3;279.21;855.25;28.79;0.17;0.14;470
49;1.24;3;418.25;1116.05;28.79;0.18;0.13;472
47;1.3;3;374.33;1241.69;28.79;0.18;0.14;469
47;1.3;5;479.19;2112.56;28.79;0.17;0.14;472
46;1.33;3;317.77;1203.61;28.79;0.19;0.18;471
50;1.22;3;368.99;1203.61;28.79;0.13;0.12;473
50;1.22;3;380.14;1241.69;28.79;0.13;0.1;472
48;1.27;3;347.06;1348.75;28.79;0.14;0.12;469
49;1.24;3;303.19;1203.61;28.79;0.15;0.14;470
46;1.33;3;515.99;2112.56;28.79;0.19;0.14;474
46;1.33;3;338.36;1203.61;28.79;0.19;0.18;469
48;1.27;4;263.97;815.97;45.84;0.12;0.12;470
45;1.36;3;276.15;855.25;28.79;0.23;0.22;469
46;1.33;4;302.95;956.53;32.7;0.21;0.17;471
46;1.33;3;382.14;1187.85;28.79;0.19;0.17;471
45;1.36;3;368.48;996.17;28.79;0.2;0.19;472
45;1.36;3;380.58;855.25;28.79;0.24;0.16;470
48;1.27;3;309.77;855.25;28.79;0.17;0.16;469
49;1.24;3;274.96;855.25;28.79;0.12;0.13;470
43;1.42;3;434.2;1679.02;29.88;0.3;0.21;469
45;1.36;3;415.1;2112.56;28.79;0.22;0.2;471
45;1.36;3;331.46;1203.61;28.79;0.18;0.19;469
45;1.36;3;357.93;1116.05;28.79;0.24;0.22;470
47;1.3;3;353.22;1116.05;28.79;0.18;0.16;472
46;1.33;3;392.72;1679.02;32.7;0.19;0.17;470
48;1.27;3;291.67;855.25;28.79;0.17;0.16;470
48;1.27;3;432.65;1241.69;28.79;0.15;0.13;471
50;1.22;3;469.85;1241.69;28.79;0.13;0.09;469
46;1.33;4;383.09;1679.02;32.7;0.19;0.17;469
42;1.45;4;435.53;2152.91;28.79;0.22;0.2;475
48;1.27;3;296.69;1187.85;28.79;0.15;0.14;474
