36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;0;;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1183900;1,1839;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;1476700;1,4767;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;535600;0,5356;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;411600;0,4116;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;378500;0,3785;;0,3220625
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;368600;0,3686;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;385900;0,3859;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;349200;0,3492;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;355100;0,3551;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;346500;0,3465;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;355600;0,3556;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;364700;0,3647;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;362000;0,362;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;352600;0,3526;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;364700;0,3647;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;372200;0,3722;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;338100;0,3381;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;358500;0,3585;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;335300;0,3353;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;331400;0,3314;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;326100;0,3261;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;317300;0,3173;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;317100;0,3171;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;325800;0,3258;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;322800;0,3228;;
36;1.69;16;481.07;1356.83;69.36;0.2;0.2;321700;0,3217;;
