45;1.36;5;147.3;260.44;45.84;0.18;0.18;543000;0,543
45;1.36;5;147.3;260.44;45.84;0.18;0.18;454300;0,4543
45;1.36;5;147.3;260.44;45.84;0.18;0.18;452600;0,4526
45;1.36;5;161.6;368.01;69.36;0.13;0.15;456000;0,456
45;1.36;5;147.3;260.44;45.84;0.18;0.18;462100;0,4621
45;1.36;5;147.3;260.44;45.84;0.18;0.18;378700;0,3787
45;1.36;5;147.3;260.44;45.84;0.18;0.18;379900;0,3799
45;1.36;5;147.3;260.44;45.84;0.18;0.18;379400;0,3794
45;1.36;5;147.3;260.44;45.84;0.18;0.18;365800;0,3658
45;1.36;5;147.3;260.44;45.84;0.18;0.18;377800;0,3778
45;1.36;5;161.6;368.01;69.36;0.13;0.15;377700;0,3777
45;1.36;5;147.3;260.44;45.84;0.18;0.18;371600;0,3716
45;1.36;5;147.3;260.44;45.84;0.18;0.18;360300;0,3603
45;1.36;5;147.3;260.44;45.84;0.18;0.18;371200;0,3712
45;1.36;5;147.3;260.44;45.84;0.18;0.18;370300;0,3703
45;1.36;5;147.3;260.44;45.84;0.18;0.18;367300;0,3673
45;1.36;5;147.3;260.44;45.84;0.18;0.18;362300;0,3623
45;1.36;5;147.3;260.44;45.84;0.18;0.18;374400;0,3744
45;1.36;5;147.3;260.44;45.84;0.18;0.18;357100;0,3571
45;1.36;5;147.3;260.44;45.84;0.18;0.18;363800;0,3638
45;1.36;5;147.3;260.44;45.84;0.18;0.18;364500;0,3645
45;1.36;5;147.3;260.44;45.84;0.18;0.18;364000;0,364
45;1.36;5;147.3;260.44;45.84;0.18;0.18;349800;0,3498
45;1.36;5;147.3;260.44;45.84;0.18;0.18;366500;0,3665
45;1.36;5;147.3;260.44;45.84;0.18;0.18;350300;0,3503
45;1.36;5;147.3;260.44;45.84;0.18;0.18;351600;0,3516
45;1.36;5;147.3;260.44;45.84;0.18;0.18;358300;0,3583
45;1.36;5;147.3;260.44;45.84;0.18;0.18;366400;0,3664
45;1.36;5;161.6;368.01;69.36;0.13;0.15;357900;0,3579
45;1.36;5;147.3;260.44;45.84;0.18;0.18;365600;0,3656
45;1.36;5;147.3;260.44;45.84;0.18;0.18;357100;0,3571
45;1.36;5;161.6;368.01;69.36;0.13;0.15;356900;0,3569
45;1.36;5;161.6;368.01;69.36;0.13;0.15;392500;0,3925
45;1.36;5;147.3;260.44;45.84;0.18;0.18;352200;0,3522
45;1.36;5;147.3;260.44;45.84;0.18;0.18;360900;0,3609
45;1.36;5;147.3;260.44;45.84;0.18;0.18;364300;0,3643
45;1.36;5;147.3;260.44;45.84;0.18;0.18;362700;0,3627
45;1.36;5;147.3;260.44;45.84;0.18;0.18;417200;0,4172
45;1.36;5;161.6;368.01;69.36;0.13;0.15;364700;0,3647
45;1.36;5;147.3;260.44;45.84;0.18;0.18;378800;0,3788
45;1.36;5;161.6;368.01;69.36;0.13;0.15;364900;0,3649
45;1.36;5;147.3;260.44;45.84;0.18;0.18;365100;0,3651
45;1.36;5;147.3;260.44;45.84;0.18;0.18;371800;0,3718
45;1.36;5;147.3;260.44;45.84;0.18;0.18;367100;0,3671
45;1.36;5;161.6;368.01;69.36;0.13;0.15;358600;0,3586
45;1.36;5;147.3;260.44;45.84;0.18;0.18;363600;0,3636
