33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;2;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;1;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
33;1.85;18;558.08;1359.4;76.67;0.22;0.21;0;;
