5;4.56;10.923853216689318;0.23463888699374555;0.7002971370041962[ -51.802296296296284/ 17.644777777777776 ];[ -82.3751052631579/ 26.90668421052631 ];[ -62.96061904761905/ 20.026666666666667 ];[ -57.19733333333335/ 59.227809523809526 ];[ -40.01258333333333/ 19.60616666666667 ]

5;6.56;18.44040713226328;0.26533398916279316;0.6038385115269026[ -52.76768965517241/ 18.819327586206896 ];[ -49.377/ 61.483000000000004 ];[ -57.27085714285715/ 62.025714285714294 ];[ -81.21842857142857/ 26.28328571428571 ];[ -59.283363636363646/ 56.83227272727274 ]

5;4.56;10.923853216689318;0.20105707135777617;0.6911925025362546[ -41.36339999999999/ 19.39033333333333 ];[ -57.19733333333335/ 59.227809523809526 ];[ -82.3751052631579/ 26.90668421052631 ];[ -52.719079999999984/ 17.28716 ];[ -63.1279/ 20.46045 ]

5;4.99;11.537073022988872;0.32757593043139455;0.655938628153167[ -45.86299999999999/ 18.80473333333333 ];[ -84.40225/ 22.783125000000005 ];[ -60.836533333333335/ 18.9367 ];[ -80.90081818181817/ 29.90563636363636 ];[ -57.19733333333335/ 59.227809523809526 ]

5;4.56;10.923853216689318;0.20105707135777617;0.6911925025362547[ -52.719079999999984/ 17.28716 ];[ -82.3751052631579/ 26.90668421052631 ];[ -57.19733333333335/ 59.227809523809526 ];[ -41.36339999999999/ 19.39033333333333 ];[ -63.1279/ 20.46045 ]

5;4.56;10.923853216689318;0.23463888699374555;0.7002971370041962[ -62.96061904761905/ 20.026666666666667 ];[ -57.19733333333335/ 59.227809523809526 ];[ -40.01258333333333/ 19.60616666666667 ];[ -82.3751052631579/ 26.90668421052631 ];[ -51.802296296296284/ 17.644777777777776 ]

5;4.56;10.923853216689318;0.20105707135777617;0.6911925025362546[ -57.19733333333335/ 59.227809523809526 ];[ -52.719079999999984/ 17.28716 ];[ -63.1279/ 20.46045 ];[ -41.36339999999999/ 19.39033333333333 ];[ -82.3751052631579/ 26.90668421052631 ]

5;4.57;10.923853216689318;0.2029332351060841;0.6948215408551973[ -57.19733333333335/ 59.227809523809526 ];[ -63.1279/ 20.46045 ];[ -52.490423076923065/ 17.292307692307695 ];[ -82.3751052631579/ 26.90668421052631 ];[ -40.976928571428566/ 19.531 ]

5;5.04;11.279950519062591;0.23377871471275458;0.4537463925563962[ -54.73857142857144/ 58.852071428571435 ];[ -62.11485714285714/ 59.979285714285716 ];[ -45.368357142857135/ 18.76785714285714 ];[ -81.80570000000002/ 26.738649999999996 ];[ -59.989838709677414/ 18.812806451612904 ]

5;5.03;11.279950519062591;0.2529448518211936;0.5544805320843629[ -59.52542424242425/ 18.844151515151516 ];[ -44.833076923076916/ 18.724615384615383 ];[ -55.290250000000015/ 58.48818750000001 ];[ -63.3/ 61.5946 ];[ -81.80570000000002/ 26.738649999999996 ]

5;4.56;10.923853216689318;0.20105707135777617;0.6911925025362546[ -57.19733333333335/ 59.227809523809526 ];[ -82.3751052631579/ 26.90668421052631 ];[ -63.1279/ 20.46045 ];[ -41.36339999999999/ 19.39033333333333 ];[ -52.719079999999984/ 17.28716 ]

5;6.62;18.44040713226328;0.36019337490050585;0.6911667704290887[ -52.76768965517241/ 18.819327586206896 ];[ -57.460777777777786/ 62.592444444444446 ];[ -55.439/ 51.451 ];[ -57.3119/ 57.75500000000001 ];[ -81.21842857142857/ 26.28328571428571 ]

5;6.56;18.44040713226328;0.3657175310556301;0.7018453930088256[ -52.76768965517241/ 18.819327586206896 ];[ -81.21842857142857/ 26.28328571428571 ];[ -56.649142857142856/ 54.960571428571434 ];[ -49.377/ 61.483000000000004 ];[ -59.678999999999995/ 61.328272727272726 ]

5;5.02;11.537073022988872;0.268279100811973;0.5568208228794567[ -45.86299999999999/ 18.80473333333333 ];[ -82.3751052631579/ 26.90668421052631 ];[ -55.290250000000015/ 58.48818750000001 ];[ -63.3/ 61.5946 ];[ -60.836533333333335/ 18.9367 ]

5;5.08;11.279950519062591;0.31416504881867635;0.5898593004360503[ -59.52542424242425/ 18.844151515151516 ];[ -58.50072222222223/ 58.85194444444445 ];[ -44.833076923076916/ 18.724615384615383 ];[ -49.377/ 61.483000000000004 ];[ -81.80570000000002/ 26.738649999999996 ]

5;5.02;11.537073022988872;0.268279100811973;0.5568208228794568[ -55.290250000000015/ 58.48818750000001 ];[ -60.836533333333335/ 18.9367 ];[ -63.3/ 61.5946 ];[ -82.3751052631579/ 26.90668421052631 ];[ -45.86299999999999/ 18.80473333333333 ]

5;5.08;11.279950519062591;0.31416504881867635;0.5898593004360503[ -81.80570000000002/ 26.738649999999996 ];[ -49.377/ 61.483000000000004 ];[ -44.833076923076916/ 18.724615384615383 ];[ -58.50072222222223/ 58.85194444444445 ];[ -59.52542424242425/ 18.844151515151516 ]

5;5.1;11.537073022988872;0.28342597400289465;0.6089703875560042[ -57.19733333333335/ 59.227809523809526 ];[ -60.48651724137931/ 18.777758620689657 ];[ -45.86299999999999/ 18.80473333333333 ];[ -74.82033333333332/ 27.751666666666665 ];[ -83.03841176470588/ 26.559882352941173 ]
5;5.08;11.537073022988872;0.2874754198805417;0.671617850864924[ -55.57266666666667/ 52.88233333333333 ];[ -82.3751052631579/ 26.90668421052631 ];[ -60.836533333333335/ 18.9367 ];[ -57.46811111111112/ 60.28538888888889 ];[ -45.86299999999999/ 18.80473333333333 ]
5;6.63;18.44040713226328;0.4415358804596359;0.5200833658210835[ -54.73857142857144/ 58.852071428571435 ];[ -52.76768965517241/ 18.819327586206896 ];[ -60.704499999999996/ 57.3105 ];[ -81.21842857142857/ 26.28328571428571 ];[ -63.99533333333334/ 63.53766666666667 ]
5;5.0;11.537073022988872;0.2110751162148246;0.6628228890168157[ -45.86299999999999/ 18.80473333333333 ];[ -57.19733333333335/ 59.227809523809526 ];[ -80.664/ 32.07916666666667 ];[ -60.836533333333335/ 18.9367 ];[ -83.16484615384614/ 24.519384615384617 ]
5;4.99;11.537073022988872;0.32757593043139455;0.655938628153167[ -57.19733333333335/ 59.227809523809526 ];[ -80.90081818181817/ 29.90563636363636 ];[ -60.836533333333335/ 18.9367 ];[ -84.40225/ 22.783125000000005 ];[ -45.86299999999999/ 18.80473333333333 ]
5;4.56;10.923853216689318;0.20105707135777617;0.6911925025362546[ -63.1279/ 20.46045 ];[ -57.19733333333335/ 59.227809523809526 ];[ -82.3751052631579/ 26.90668421052631 ];[ -52.719079999999984/ 17.28716 ];[ -41.36339999999999/ 19.39033333333333 ]
5;4.56;10.923853216689318;0.23463888699374555;0.7002971370041962[ -82.3751052631579/ 26.90668421052631 ];[ -51.802296296296284/ 17.644777777777776 ];[ -62.96061904761905/ 20.026666666666667 ];[ -40.01258333333333/ 19.60616666666667 ];[ -57.19733333333335/ 59.227809523809526 ]
5;6.54;18.44040713226328;0.3070063110485835;0.5869061028179139[ -52.76768965517241/ 18.819327586206896 ];[ -49.377/ 61.483000000000004 ];[ -81.21842857142857/ 26.28328571428571 ];[ -63.3/ 61.5946 ];[ -56.65484615384616/ 57.79707692307692 ]
